@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %08s "ICR_IPN2"
@ PARTICLE         %06s "PROTON"
@ MASS             %le        0.9382720813
@ CHARGE           %le                   1
@ ENERGY           %le         200.0022009
@ PC               %le                 200
@ GAMMA            %le         213.1601322
@ KBUNCH           %le                   1
@ BCURRENT         %le                   0
@ SIGE             %le              0.0003
@ SIGT             %le                   1
@ NPART            %le                   0
@ EX               %le     1.641976142e-09
@ EY               %le     3.283952285e-10
@ ET               %le               0.001
@ BV_FLAG          %le                   1
@ LENGTH           %le            2335.975
@ ALFA             %le      0.005796577504
@ ORBIT5           %le                  -0
@ GAMMATR          %le          13.1345191
@ Q1               %le         23.21998653
@ Q2               %le         20.16005938
@ DQ1              %le     6.523722838e-10
@ DQ2              %le     1.748931592e-09
@ DXMAX            %le         5.665685856
@ DYMAX            %le                  -0
@ XCOMAX           %le                   0
@ YCOMAX           %le                   0
@ BETXMAX          %le         4212.862086
@ BETYMAX          %le          4208.30176
@ XCORMS           %le                   0
@ YCORMS           %le                   0
@ DXRMS            %le         1.692066567
@ DYRMS            %le                   0
@ DELTAP           %le                   0
@ SYNCH_1          %le                   0
@ SYNCH_2          %le                   0
@ SYNCH_3          %le                   0
@ SYNCH_4          %le                   0
@ SYNCH_5          %le                   0
@ TITLE            %08s "no-title"
@ ORIGIN           %16s "5.04.02 Linux 64"
@ DATE             %08s "27/06/19"
@ TIME             %08s "13.47.44"
* NAME               KEYWORD                             S                  L              ANGLE               BETY               ALFY                MUY                K1L 
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le 
 "BXAF"              "RBEND"                    923.8820127                  4      0.03674081153        17.92670482        1.484824085        7.851550241                  0
 "DBXAFE"            "DRIFT"                    924.0220127               0.14                  0        17.51445791        1.459796711        7.852807729                  0
 "DBSXT"             "DRIFT"                    924.2220127                0.2                  0         16.9376899        1.424043318        7.854655868                  0
 "DBXAFE"            "DRIFT"                    924.3620127               0.14                  0        16.54246161        1.399015943        7.855987015                  0
 "BXAF"              "RBEND"                    928.3620127                  4      0.03674081153        8.195834928       0.6862321921        7.911798188                  0
 "DBXAFE"            "DRIFT"                    928.5020127               0.14                  0        8.007207546       0.6611062533        7.914548821                  0
 "DAF02"             "DRIFT"                    928.7520127               0.25                  0        7.687871356       0.6162385054        7.919620947                  0
 "DAF03"             "DRIFT"                    928.7715706      0.01955786917                  0        7.663835381       0.6127284352        7.920026471                  0
 "DSXT"              "DRIFT"                    928.8215706               0.05                  0        7.603011215       0.6037548856        7.921068974                  0
 "SXT01"             "SEXTUPOLE"                929.3215706                0.5                  0        7.044124078       0.5140193898        7.931951313                  0
 "DSXT"              "DRIFT"                    929.3715706               0.05                  0        6.993170816       0.5050458403        7.933085131                  0
 "DQAFE"             "DRIFT"                    929.4215706               0.05                  0         6.94311491       0.4960722907        7.934227167                  0
 "QAF01"             "QUADRUPOLE"               930.2215706                0.8                  0        6.942723746      -0.4955668941          7.9529208       0.1269543082
 "DQAFE"             "DRIFT"                    930.2715706               0.05                  0        6.992728958      -0.5045373399        7.954062903                  0
 "MON"               "MONITOR"                  930.4215706               0.15                  0         7.14812686      -0.5314486774        7.957439852                  0
 "DAF01"             "DRIFT"                    931.1215706                0.7                  0        7.980065378      -0.6570349191        7.972211963                  0
 "DAF03"             "DRIFT"                    931.1411284      0.01955786917                  0         8.00583441      -0.6605437752        7.972601399                  0
 "DBXAFE"            "DRIFT"                    931.2811284               0.14                  0        8.194303082      -0.6856610236        7.975352525                  0
 "BXAF"              "RBEND"                    935.2811284                  4      0.03674081153        16.53537237       -1.398198701        8.031181619                  0
 "DBXAFE"            "DRIFT"                    935.4211284               0.14                  0        16.93037063       -1.423217451         8.03251334                  0
 "DBSXT"             "DRIFT"                    935.6211284                0.2                  0        17.50680582       -1.458958522        8.034362281                  0
 "DBXAFE"            "DRIFT"                    935.7611284               0.14                  0        17.91881683       -1.483977272        8.035620322                  0
 "BXAF"              "RBEND"                    939.7611284                  4      0.03674081153        32.61772406       -2.188269022        8.062074867                  0
 "DBXAFE"            "DRIFT"                    939.9011284               0.14                  0        33.23391771       -2.213114195        8.062751623                  0
 "DAF02"             "DRIFT"                    940.1511284               0.25                  0         34.3515664       -2.257480575        8.063929229                  0
 "DAF03"             "DRIFT"                    940.1706863      0.01955786917                  0         34.4399373       -2.260951422        8.064019727                  0
 "DSXT"              "DRIFT"                    940.2206863               0.05                  0        34.66647611       -2.269824698        8.064250032                  0
 "SXT02"             "SEXTUPOLE"                940.7206863                0.5                  0        36.98066719       -2.358557457        8.066472636                  0
 "DSXT"              "DRIFT"                    940.7706863               0.05                  0         37.2169666       -2.367430733        8.066687138                  0
 "DQAFE"             "DRIFT"                    940.8206863               0.05                  0        37.45415333       -2.376304009        8.066900281                  0
 "QAF02"             "QUADRUPOLE"               941.6206863                0.8                  0         37.4542071        2.376239088        8.070242994      -0.1263747265
 "DQAFE"             "DRIFT"                    941.6706863               0.05                  0        37.21702683        2.367366236        8.070456136                  0
 "MON"               "MONITOR"                  941.8206863               0.15                  0        36.51080974        2.340747682        8.071103772                  0
 "DAF01"             "DRIFT"                    942.5206863                0.7                  0        33.32071693        2.216527764        8.074298099                  0
 "DAF03"             "DRIFT"                    942.5402442      0.01955786917                  0        33.23408369        2.213057083        8.074391638                  0
 "DBXAFE"            "DRIFT"                    942.6802442               0.14                  0        32.61790586        2.188213099         8.07506839                  0
 "BXAF"              "RBEND"                    946.6802442                  4      0.03674081153        17.91930959        1.483955509        8.101522494                  0
 "DBXAFE"            "DRIFT"                    946.8202442               0.14                  0        17.50730451        1.458937951        8.102780499                  0
 "DBSXT"             "DRIFT"                    947.0202442                0.2                  0         16.9308772        1.423198584        8.104629387                  0
 "DBXAFE"            "DRIFT"                    947.1602442               0.14                  0        16.53588405        1.398181027        8.105961067                  0
 "BXAF"              "RBEND"                    951.1602442                  4      0.03674081153        8.194819079       0.6856776216        8.161787427                  0
 "DBXAFE"            "DRIFT"                    951.3002442               0.14                  0        8.006345593        0.660561566        8.164538378                  0
 "DAF02"             "DRIFT"                    951.5502442               0.25                  0        7.687277335       0.6157114666        8.169610974                  0
 "DAF03"             "DRIFT"                     951.569802      0.01955786917                  0        7.663261949       0.6122027771        8.170016528                  0
 "DSXT"              "DRIFT"                     951.619802               0.05                  0        7.602490172       0.6032327572        8.171059106                  0
 "SXT01"             "SEXTUPOLE"                 952.119802                0.5                  0        7.044107514       0.5135325584        8.181941832                  0
 "DSXT"              "DRIFT"                     952.169802               0.05                  0        6.993202759       0.5045625385        8.183075648                  0
 "DQAFE"             "DRIFT"                     952.219802               0.05                  0        6.943195006       0.4955925186        8.184217675                  0
 "QAF01"             "QUADRUPOLE"                953.019802                0.8                  0        6.943586204      -0.4960979587        8.202910033       0.1269543082
 "DQAFE"             "DRIFT"                     953.069802               0.05                  0        6.993644656      -0.5050710826        8.204051991                  0
 "MON"               "MONITOR"                   953.219802               0.15                  0        7.149203886      -0.5319904543        8.207428465                  0
 "DCCBS03"           "DRIFT"                     953.669802               0.45                  0        7.664336447      -0.6127485693         8.21710978                  0
 "DCRABD2"           "DRIFT"                     954.019802               0.35                  0        8.115244599      -0.6755604365        8.224175278                  0
 "DCRABD1"           "DRIFT"                     961.519802                7.5                  0        28.34341552        -2.02152902        8.306503448                  0
 "DQAFE"             "DRIFT"                     961.569802               0.05                  0        28.54601708       -2.030502144        8.306783212                  0
 "QDC01"             "QUADRUPOLE"                962.369802                0.8                  0        29.32424038        1.085925304        8.311121322      -0.1080896765
 "DQAFE"             "DRIFT"                     962.419802               0.05                  0        29.21583363        1.082209549        8.311393197                  0
 "DCRABD1"           "DRIFT"                     969.919802                7.5                  0         17.1629146       0.5248463223        8.365749866                  0
 "DQAFE"             "DRIFT"                     969.969802               0.05                  0        17.11061575       0.5211305674        8.366214234                  0
 "QDC02"             "QUADRUPOLE"                970.769802                0.8                  0        17.79713691       -1.403836556        8.373618636       0.1079159375
 "DQAFE"             "DRIFT"                     970.819802               0.05                  0        17.93793787       -1.412182721        8.374064015                  0
 "DCRABD1"           "DRIFT"                     978.319802                7.5                  0        48.51011511       -2.664107578        8.414978114                  0
 "DCRABD2"           "DRIFT"                     978.669802               0.35                  0        50.39543852       -2.722530738         8.41610474                  0
 "MQ1"               "MARKER"                    978.669802                  0                  0        50.39543852       -2.722530738         8.41610474                  0
 "DSXT"              "DRIFT"                     978.719802               0.05                  0         50.6681089       -2.730876903        8.416262221                  0
 "DSXT01"            "DRIFT"                     979.219802                0.5                  0        53.44071664        -2.81433856        8.417791523                  0
 "DSXT"              "DRIFT"                     979.269802               0.05                  0         53.7225678       -2.822684726         8.41794004                  0
 "DQAFE"             "DRIFT"                     979.319802               0.05                  0        54.00525358       -2.831030892        8.418087779                  0
 "QAE08"             "QUADRUPOLE"                980.119802                0.8                  0        54.88982945        1.750195831        8.420400298     -0.08401670496
 "DQAFE"             "DRIFT"                     980.169802               0.05                  0        54.71499492        1.746494612        8.420545506                  0
 "MON"               "MONITOR"                   980.319802               0.15                  0        54.19271209        1.735390956        8.420983924                  0
 "DAF02"             "DRIFT"                     980.569802               0.25                  0        53.32964313        1.716884861        8.421724053                  0
 "DAE01"             "DRIFT"                    983.6907303        3.120928253                  0        43.33410593        1.485860091        8.432063806                  0
 "DBXAFE"            "DRIFT"                    983.8307303               0.14                  0        42.91951598        1.475496678        8.432580469                  0
 "BXAE"              "RBEND"                    987.8307303                  4      0.02328093419        32.27987127        1.183693629        8.449717133                  0
 "DBXAFE"            "DRIFT"                    987.9707303               0.14                  0        31.94989499        1.173279762        8.450410957                  0
 "DBSXT"             "DRIFT"                    988.1707303                0.2                  0        31.48355848        1.158402809        8.451414593                  0
 "DBXAFE"            "DRIFT"                    988.3107303               0.14                  0        31.16066363        1.147988942        8.452125978                  0
 "BXAE"              "RBEND"                    992.3107303                  4      0.02328093419        23.15250967       0.8535069701        8.475916075                  0
 "DBXAFE"            "DRIFT"                    992.4507303               0.14                  0        22.91499098       0.8430551277        8.476883444                  0
 "DAF02"             "DRIFT"                    992.7007303               0.25                  0        22.49812941       0.8243911236        8.478635854                  0
 "DAE02"             "DRIFT"                    998.6096513        5.908921029                  0         15.3622461       0.3832546167        8.530114483                  0
 "DSXT"              "DRIFT"                    998.6596513               0.05                  0        15.32410728       0.3795218159        8.530633135                  0
 "DSXT02"            "DRIFT"                    999.1596513                0.5                  0        14.96324947       0.3421938075        8.535889294                  0
 "DSXT"              "DRIFT"                    999.2096513               0.05                  0        14.92921673       0.3384610067         8.53642172                  0
 "DQAFE"             "DRIFT"                    999.2596513               0.05                  0        14.89555727       0.3347282059        8.536955355                  0
 "QAE09"             "QUADRUPOLE"               1000.059651                0.8                  0        15.39896472      -0.9778948519        8.545459928       0.0832464188
 "DQAFE"             "DRIFT"                    1000.109651               0.05                  0        15.49707181       -0.984246832        8.545975062                  0
 "MON"               "MONITOR"                  1000.259651               0.15                  0        15.79520425       -1.003302772        8.547500978                  0
 "DAF02"             "DRIFT"                    1000.509651               0.25                  0        16.30479561       -1.035062673        8.549980439                  0
 "DAE01"             "DRIFT"                     1003.63058        3.120928253                  0        24.00289854       -1.431544154        8.575193903                  0
 "DBXAFE"            "DRIFT"                     1003.77058               0.14                  0        24.40622088       -1.449329698        8.576114498                  0
 "BXAE"              "RBEND"                     1007.77058                  4      0.02328093419        38.01712277        -1.95247359        8.597074743                  0
 "DBXAFE"            "DRIFT"                     1007.91058               0.14                  0        38.56629631        -1.97019459        8.597656653                  0
 "DBSXT"             "DRIFT"                     1008.11058                0.2                  0        39.35943729       -1.995510305        8.598473656                  0
 "DBXAFE"            "DRIFT"                     1008.25058               0.14                  0        39.92066112       -2.013231305        8.599035772                  0
 "BXAE"              "RBEND"                     1012.25058                  4      0.02328093419        58.02576869       -2.511818908        8.612278334                  0
 "DBXAFE"            "DRIFT"                     1012.39058               0.14                  0        58.73154691       -2.529454053        8.612660017                  0
 "DAF02"             "DRIFT"                     1012.64058               0.25                  0        60.00414677       -2.560945381        8.613330264                  0
 "DAE02"             "DRIFT"                    1018.549501        5.908921029                  0        94.66711758        -3.30526448        8.625820885                  0
 "DSXT"              "DRIFT"                    1018.599501               0.05                  0        94.99795894       -3.311562745        8.625904799                  0
 "DSXT01"            "DRIFT"                    1019.099501                0.5                  0        98.34101301       -3.374545403        8.626728117                  0
 "DSXT"              "DRIFT"                    1019.149501               0.05                  0        98.67878247       -3.380843669        8.626808898                  0
 "DQAFE"             "DRIFT"                    1019.199501               0.05                  0        99.01718175       -3.387141934        8.626889403                  0
 "QAE10"             "QUADRUPOLE"               1019.999501                0.8                  0        99.41977969         2.89239232        8.628161917     -0.06310887653
 "DQAFE"             "DRIFT"                    1020.049501               0.05                  0        99.13077597        2.887682024        8.628242075                  0
 "MON"               "MONITOR"                  1020.199501               0.15                  0        98.26659099        2.873551133        8.628483958                  0
 "DAF02"             "DRIFT"                    1020.449501               0.25                  0         96.8357033        2.849999649        8.628891845                  0
 "DAE01"             "DRIFT"                    1023.570429        3.120928253                  0        79.96399845        2.555989684        8.634537704                  0
 "DBXAFE"            "DRIFT"                    1023.710429               0.14                  0        79.25016778        2.542800853        8.634817602                  0
 "BXAE"              "RBEND"                    1027.710429                  4      0.02328093419        60.37761911        2.174057635        8.644026006                  0
 "DBXAFE"            "DRIFT"                    1027.850429               0.14                  0        59.77074194        2.160779308        8.644396914                  0
 "DBSXT"             "DRIFT"                    1028.050429                0.2                  0        58.91022403        2.141810271        8.644933342                  0
 "DBXAFE"            "DRIFT"                    1028.190429               0.14                  0        58.31237612        2.128531945        8.645313508                  0
 "BXAE"              "RBEND"                    1032.190429                  4      0.02328093419        42.77465587        1.754845384        8.658074131                  0
 "DBXAFE"            "DRIFT"                    1032.330429               0.14                  0        42.28516845        1.741493376        8.658598047                  0
 "DAF02"             "DRIFT"                    1032.580429               0.25                  0        41.42038248        1.717650506        8.659548787                  0
 "DAE02"             "DRIFT"                     1038.48935        5.908921029                  0        24.45138855        1.154107951        8.689272086                  0
 "DSXT"              "DRIFT"                     1038.53935               0.05                  0        24.33621618        1.149339376        8.689598307                  0
 "DSXT02"            "DRIFT"                     1039.03935                0.5                  0        23.21071967        1.101653635        8.692946815                  0
 "DSXT"              "DRIFT"                     1039.08935               0.05                  0        23.10079274        1.096885061        8.693290478                  0
 "DQAFE"             "DRIFT"                     1039.13935               0.05                  0        22.99134266        1.092116487        8.693635777                  0
 "QAE11"             "QUADRUPOLE"                1039.93935                0.8                  0        22.99826555       -1.100986928        8.699243993      0.09443129968
 "DQAFE"             "DRIFT"                     1039.98935               0.05                  0        23.10860472        -1.10579636        8.699589181                  0
 "MON"               "MONITOR"                   1040.13935               0.15                  0        23.44250787       -1.120224658        8.700614893                  0
 "DAF02"             "DRIFT"                     1040.38935               0.25                  0        24.00863199       -1.144271822        8.702292084                  0
 "DAE01"             "DRIFT"                    1043.510278        3.120928253                  0        32.08790858       -1.444469711        8.720225743                  0
 "DBXAFE"            "DRIFT"                    1043.650278               0.14                  0         32.4942454       -1.457936122        8.720915786                  0
 "BXAE"              "RBEND"                    1047.650278                  4      0.02328093419        45.67598153       -1.836604806        8.737470296                  0
 "DBXAFE"            "DRIFT"                    1047.790278               0.14                  0        46.19210743       -1.850008708        8.737955385                  0
 "DBSXT"             "DRIFT"                    1047.990278                0.2                  0         46.9359406       -1.869157141        8.738639005                  0
 "DBXAFE"            "DRIFT"                    1048.130278               0.14                  0        47.46118114       -1.882561043        8.739111097                  0
 "BXAE"              "RBEND"                    1052.130278                  4      0.02328093419        64.02374076       -2.256956693        8.750670149                  0
 "DBXAFE"            "DRIFT"                    1052.270278               0.14                  0        64.65755418       -2.270282055        8.751016461                  0
 "DAF02"             "DRIFT"                    1052.520278               0.25                  0        65.79864403       -2.294077343         8.75162648                  0
 "DAE02"             "DRIFT"                    1058.429199        5.908921029                  0        96.23297082       -2.856495264        8.763455747                  0
 "DSXT"              "DRIFT"                    1058.479199               0.05                  0         96.5188583       -2.861254322        8.763538317                  0
 "DSXT01"            "DRIFT"                    1058.979199                0.5                  0        99.40390791       -2.908844899        8.764350743                  0
 "DSXT"              "DRIFT"                    1059.029199               0.05                  0        99.69503035       -2.913603956        8.764430681                  0
 "DQAFE"             "DRIFT"                    1059.079199               0.05                  0         99.9866287       -2.918363014        8.764510386                  0
 "QAE12"             "QUADRUPOLE"               1059.879199                0.8                  0        98.93011275        4.213737325        8.765778424     -0.07148250236
 "DQAFE"             "DRIFT"                    1059.929199               0.05                  0        98.50921298        4.204258117        8.765859033                  0
 "MON"               "MONITOR"                  1060.079199               0.15                  0        97.25220118        4.175820493         8.76610294                  0
 "DAF02"             "DRIFT"                    1060.329199               0.25                  0        95.17613995        4.128424453        8.766516508                  0
 "DAE01"             "DRIFT"                    1063.450127        3.120928253                  0        71.25369324        3.536745895        8.772549603                  0
 "DBXAFE"            "DRIFT"                    1063.590127               0.14                  0        70.26712024        3.510204112          8.7728645                  0
 "BXAE"              "RBEND"                    1067.590127                  4      0.02328093419        45.18836291        2.757786052        8.784171728                  0
 "DBXAFE"            "DRIFT"                    1067.730127               0.14                  0        44.41991532        2.731125344        8.784669061                  0
 "DBSXT"             "DRIFT"                    1067.930127                0.2                  0        43.33508253        2.693038618         8.78539457                  0
 "DBXAFE"            "DRIFT"                    1068.070127               0.14                  0        42.58476421         2.66637791        8.785913253                  0
 "BXAE"              "RBEND"                    1072.070127                  4      0.02328093419        24.28338103        1.907727905        8.805761619                  0
 "DBXAFE"            "DRIFT"                    1072.210127               0.14                  0        23.75296187         1.88098041        8.806689382                  0
 "DAF02"             "DRIFT"                    1072.460127               0.25                  0        22.82441251        1.833217027        8.808398255                  0
 "DAE02"             "DRIFT"                    1078.369048        5.908921029                  0        7.830443797       0.7042967832        8.881262419                  0
 "DSXT"              "DRIFT"                    1078.419048               0.05                  0        7.760491752       0.6947441065        8.882283253                  0
 "DSXT02"            "DRIFT"                    1078.919048                0.5                  0        7.113511029       0.5992173396          8.8930017                  0
 "DSXT"              "DRIFT"                    1078.969048               0.05                  0        7.054066929       0.5896646629        8.894125093                  0
 "DQAFE"             "DRIFT"                    1079.019048               0.05                  0        6.995578097       0.5801119862        8.895257917                  0
 "QAE13"             "QUADRUPOLE"               1079.819048                0.8                  0         6.52895171      0.01323295192         8.91430666      0.06491320563
 "DQAFE"             "DRIFT"                    1079.869048               0.05                  0        6.528011392     0.005573413639          8.9155256                  0
 "MON"               "MONITOR"                  1080.019048               0.15                  0         6.52978616      -0.0174052012        8.919182471                  0
 "DAF02"             "DRIFT"                    1080.269048               0.25                  0        6.548063184      -0.0557028926        8.925268865                  0
 "DAE01"             "DRIFT"                    1083.389977        3.120928253                  0        8.387860293       -0.533800281        8.994449605                  0
 "DBXAFE"            "DRIFT"                    1083.529977               0.14                  0        8.540326911      -0.5552469882        8.997082328                  0
 "BXAE"              "RBEND"                    1087.529977                  4      0.02328093419        15.42752278       -1.166085348        9.053732927                  0
 "DBXAFE"            "DRIFT"                    1087.669977               0.14                  0        15.75702464       -1.187499396        9.055162047                  0
 "DBSXT"             "DRIFT"                    1087.869977                0.2                  0         16.2381427       -1.218090892        9.057152062                  0
 "DBXAFE"            "DRIFT"                    1088.009977               0.14                  0        16.58220612       -1.239504939         9.05850995                  0
 "BXAE"              "RBEND"                    1092.009977                  4      0.02328093419        28.93389119       -1.847579462        9.087737972                  0
 "DBXAFE"            "DRIFT"                    1092.149977               0.14                  0        29.45420321       -1.868934937        9.088501233                  0
 "DAF02"             "DRIFT"                    1092.399977               0.25                  0        30.39820437       -1.907069713        9.089830976                  0
 "DAE02"             "DRIFT"                    1098.308898        5.908921029                  0        58.26160893       -2.808411239        9.112251746                  0
 "MQ2"               "MARKER"                   1098.308898                  0                  0        58.26160893       -2.808411239        9.112251746                  0
 "BXYC"              "KICKER"                   1098.808898                0.5                  0        61.10815495       -2.884680792        9.113585434                  0
 "DQAFE"             "DRIFT"                    1098.858898               0.05                  0        61.39700437       -2.892307747        9.113715352                  0
 "QSFB2A01"          "QUADRUPOLE"               1099.658898                0.8                  0        61.75786363        2.451687025        9.115759356     -0.08650206112
 "DQAFE"             "DRIFT"                    1099.708898               0.05                  0        61.51297873        2.446011011        9.115888466                  0
 "MON"               "MONITOR"                  1099.858898               0.15                  0        60.78172963        2.428982971        9.116278895                  0
 "DSFB01"            "DRIFT"                    1110.066483        10.20758492                  0        23.02185027        1.270215189        9.160266438                  0
 "BXYC"              "KICKER"                   1110.566483                0.5                  0        21.78001515        1.213455055        9.163820517                  0
 "DQAFE"             "DRIFT"                    1110.616483               0.05                  0        21.65895345        1.207779041        9.164186906                  0
 "QSFB2A02"          "QUADRUPOLE"               1111.416483                0.8                  0        21.09112421      -0.4833785174        9.170207304      0.07752839552
 "DQAFE"             "DRIFT"                    1111.466483               0.05                  0        21.13960829      -0.4863031002        9.170584175                  0
 "MON"               "MONITOR"                  1111.616483               0.15                  0        21.28681528      -0.4950768487        9.171709586                  0
 "DSFB01"            "DRIFT"                    1121.824068        10.20758492                  0        37.48841908       -1.092135399        9.230550333                  0
 "BXYC"              "KICKER"                   1122.324068                0.5                  0         38.5951774       -1.121381227        9.232642458                  0
 "DQAFE"             "DRIFT"                    1122.374068               0.05                  0        38.70746175        -1.12430581        9.232848343                  0
 "QSFB2A03"          "QUADRUPOLE"               1123.174068                0.8                  0        38.37118751        1.536853344         9.23612191     -0.06928639506
 "DQAFE"             "DRIFT"                    1123.224068               0.05                  0        38.21772122        1.532472559        9.236329715                  0
 "MON"               "MONITOR"                  1123.374068               0.15                  0         37.7599508        1.519330205        9.236958156                  0
 "DSFB01"            "DRIFT"                    1133.581652        10.20758492                  0        15.87166538       0.6249855745        9.305410677                  0
 "BXYC"              "KICKER"                   1134.081652                0.5                  0        15.26858373       0.5811777278        9.310523423                  0
 "DQAFE"             "DRIFT"                    1134.131652               0.05                  0          15.210685       0.5767969431        9.311045599                  0
 "QSFB2A04"          "QUADRUPOLE"               1134.931652                0.8                  0        15.31562707      -0.7108065356        9.319482247       0.0813097088
 "DQAFE"             "DRIFT"                    1134.981652               0.05                  0        15.38695342      -0.7157206208        9.320000625                  0
 "MON"               "MONITOR"                  1135.131652               0.15                  0        15.60388095      -0.7304628764        9.321541352                  0
 "DSFB01"            "DRIFT"                    1145.339237        10.20758492                  0        40.75684617        -1.73368172        9.387865249                  0
 "BXYC"              "KICKER"                   1145.839237                0.5                  0        42.51509831       -1.782822572        9.389776989                  0
 "DQAFE"             "DRIFT"                    1145.889237               0.05                  0        42.69362627       -1.787736657        9.389963772                  0
 "QSFB2A05"          "QUADRUPOLE"               1146.689237                0.8                  0        42.04157734        2.580308473        9.392928188      -0.1029016206
 "DQAFE"             "DRIFT"                    1146.739237               0.05                  0        41.78400188        2.571200832        9.393118053                  0
 "MON"               "MONITOR"                  1146.889237               0.15                  0        41.01674007        2.543877909        9.393694722                  0
 "DSFB01"            "DRIFT"                    1157.096822        10.20758492                  0        8.062415171       0.6845375439        9.488547707                  0
 "M2"                "MARKER"                   1157.096822                  0                  0        8.062415171       0.6845375439        9.488547707                  0
 "MSTR1"             "MARKER"                   1157.096822                  0                  0        8.062415171       0.6845375439        9.488547707                  0
 "BXYC"              "KICKER"                   1157.596822                0.5                  0        7.423415832       0.5934611346        9.498841098                  0
 "DQAFE"             "DRIFT"                    1157.646822               0.05                  0          7.3645251       0.5843534936        9.499917363                  0
 "QSFB01"            "QUADRUPOLE"               1158.446822                0.8                  0        7.363839124      -0.5834631489        9.517579145       0.1448792576
 "DQAFE"             "DRIFT"                    1158.496822               0.05                  0        7.422640511      -0.5925645784        9.518655517                  0
 "MON"               "MONITOR"                  1158.646822               0.15                  0        7.604505528      -0.6198688667        9.521833309                  0
 "DSFB01"            "DRIFT"                    1168.854407        10.20758492                  0        39.22566432       -2.477941148        9.622470646                  0
 "BXYC"              "KICKER"                   1169.354407                0.5                  0        41.74911261       -2.568955442        9.624437139                  0
 "DQAFE"             "DRIFT"                    1169.404407               0.05                  0        42.00646323       -2.578056872        9.624627163                  0
 "QSFB02"            "QUADRUPOLE"               1170.204407                0.8                  0        42.00668428        2.577789622        9.627609249      -0.1221800785
 "DQAFE"             "DRIFT"                    1170.254407               0.05                  0         41.7493603        2.568689881        9.627799272                  0
 "MON"               "MONITOR"                  1170.404407               0.15                  0        40.98284822        2.541390657        9.628376419                  0
 "DSFB01"            "DRIFT"                    1180.611992        10.20758492                  0        8.062839347       0.6836629807        9.723271192                  0
 "MSTR2"             "MARKER"                   1180.611992                  0                  0        8.062839347       0.6836629807        9.723271192                  0
 "MSTR1"             "MARKER"                   1180.611992                  0                  0        8.062839347       0.6836629807        9.723271192                  0
 "BXYC"              "KICKER"                   1181.111992                0.5                  0        7.424675074        0.592665566        9.733563438                  0
 "DQAFE"             "DRIFT"                    1181.161992               0.05                  0        7.365863504       0.5835658246        9.734639513                  0
 "QSFB01"            "QUADRUPOLE"               1181.961992                0.8                  0        7.366593592      -0.5845134237        9.752296369       0.1448792576
 "DQAFE"             "DRIFT"                    1182.011992               0.05                  0        7.425500252      -0.5936197761        9.753372332                  0
 "MON"               "MONITOR"                  1182.161992               0.15                  0        7.607684044      -0.6209388332        9.756548849                  0
 "DSFB01"            "DRIFT"                    1192.369577        10.20758492                  0        39.26094525       -2.480016139        9.857109442                  0
 "BXYC"              "KICKER"                   1192.869577                0.5                  0        41.78649315       -2.571079663        9.859074172                  0
 "DQAFE"             "DRIFT"                    1192.919577               0.05                  0        42.04405644       -2.580186015        9.859264026                  0
 "QSFB02"            "QUADRUPOLE"               1193.719577                0.8                  0        42.04397107        2.580289219        9.862243456      -0.1221800785
 "DQAFE"             "DRIFT"                    1193.769577               0.05                  0         41.7863975        2.571182215         9.86243331                  0
 "MON"               "MONITOR"                  1193.919577               0.15                  0        41.01914099        2.543861202        9.863009946                  0
 "DSFB01"            "DRIFT"                    1204.127162        10.20758492                  0        8.063830362       0.6846508199        9.957850299                  0
 "MSTR2"             "MARKER"                   1204.127162                  0                  0        8.063830362       0.6846508199        9.957850299                  0
 "MSTR1"             "MARKER"                   1204.127162                  0                  0        8.063830362       0.6846508199        9.957850299                  0
 "BXYC"              "KICKER"                   1204.627162                0.5                  0        7.424714563       0.5935807776        9.968141884                  0
 "DQAFE"             "DRIFT"                    1204.677162               0.05                  0        7.365811836       0.5844737733        9.969217961                  0
 "QSFB01"            "QUADRUPOLE"               1205.477162                0.8                  0        7.365064713      -0.5835040642        9.986876719       0.1448792576
 "DQAFE"             "DRIFT"                    1205.527162               0.05                  0        7.423870131      -0.5926043033        9.987952911                  0
 "MON"               "MONITOR"                  1205.677162               0.15                  0         7.60574653      -0.6199050205        9.991130181                  0
 "DSFB01"            "DRIFT"                    1215.884747        10.20758492                  0        39.22516277       -2.477734282        10.09175875                  0
 "BXYC"              "KICKER"                   1216.384747                0.5                  0        41.74839824       -2.568736673        10.09372527                  0
 "DQAFE"             "DRIFT"                    1216.434747               0.05                  0        42.00572692       -2.577836912         10.0939153                  0
 "QSFB02"            "QUADRUPOLE"               1217.234747                0.8                  0        42.00567343        2.577901581        10.09689745      -0.1221800785
 "DQAFE"             "DRIFT"                    1217.284747               0.05                  0        41.74833831        2.568800934        10.09708748                  0
 "MON"               "MONITOR"                  1217.434747               0.15                  0        40.98179332        2.541498991        10.09766464                  0
 "DSFB01"            "DRIFT"                    1227.642332        10.20758492                  0        8.061460911       0.6835863415        10.19257003                  0
 "MSTR2"             "MARKER"                   1227.642332                  0                  0        8.061460911       0.6835863415        10.19257003                  0
 "MSTR1"             "MARKER"                   1227.642332                  0                  0        8.061460911       0.6835863415        10.19257003                  0
